1	2	0.00025457	0.000258075
1	3	0.000363672	0.000368679
1	7	0.00015024	0.000353932
3	4	0.000290938	0.000294943
3	5	0.000472774	0.000479283
5	6	0.000363672	0.000368679
7	8	0.00010016	0.000235955
8	12	0.000327305	0.000331811
8	9	0.000327305	0.000331811
8	13	0.00015024	0.000353932
9	14	0.000618242	0.000626754
13	34	0.000218203	0.000221207
13	18	0.000421287	0.000946406
14	11	0.000363672	0.000368679
14	10	0.000363672	0.000368679
15	16	0.000545508	0.000553018
15	17	0.000509141	0.000516151
18	19	0.000363672	0.000368679
18	21	0.000153195	0.000344148
19	20	0.000472774	0.000479283
21	22	0.000763711	0.000774226
21	23	0.000127663	0.00028679
23	24	0.000800078	0.000811094
23	25	0.000140429	0.000315469
25	26	0.000175281	0.00041292
25	28	0.00010016	0.000235955
26	27	0.00013772	0.000324437
26	31	0.000327305	0.000331811
27	33	0.000727344	0.000737358
28	29	0.00015024	0.000353932
29	30	0.000175281	0.00041292
30	125	0.00010016	0.000235955
31	32	0.000436406	0.000442415
34	15	0.000145469	0.000147472
35	36	0.000325521	0.000766852
35	40	0.0001252	0.000294943
36	37	0.000436406	0.000442415
36	38	0.000363672	0.000368679
38	39	0.000472774	0.000479283
40	41	0.000472774	0.000479283
40	42	0.0001252	0.000294943
42	43	0.000727344	0.000737358
42	44	0.00010016	0.000235955
44	45	0.000290938	0.000294943
44	47	0.0001252	0.000294943
45	46	0.000436406	0.000442415
47	48	7.65977E-05	0.000172074
47	49	0.000127663	0.00028679
49	50	0.000127663	0.00028679
50	51	0.000127663	0.00028679
52	53	0.00010016	0.000235955
53	54	6.26002E-05	0.000147472
54	55	0.00013772	0.000324437
54	57	0.000175281	0.00041292
55	56	0.00013772	0.000324437
57	58	0.000363672	0.000368679
57	60	0.000375601	0.000884829
58	59	0.000363672	0.000368679
60	61	0.000280858	0.000630938
60	62	0.000416122	0.000205776
62	63	0.000291285	0.000144043
63	64	0.00058257	0.000288087
64	65	0.000707407	0.00034982
65	66	0.000540958	0.000267509
67	68	0.000290938	0.000294943
67	72	0.00013772	0.000324437
67	97	0.0001252	0.000294943
68	69	0.000400039	0.000405547
69	70	0.000472774	0.000479283
70	71	0.000400039	0.000405547
72	73	0.000400039	0.000405547
72	76	0.00010016	0.000235955
73	74	0.000509141	0.000516151
74	75	0.000581875	0.000589886
76	77	0.000200321	0.000471909
76	86	0.000350561	0.000825841
77	78	5.00801E-05	0.000117977
78	79	0.00011268	0.000265449
78	80	0.000237881	0.000560392
80	81	0.000237881	0.000560392
81	82	0.0001252	0.000294943
81	84	0.000981914	0.000995433
82	83	0.0001252	0.000294943
84	85	0.000690977	0.00070049
86	87	0.000225361	0.000530898
87	88	0.00025457	0.000258075
87	89	0.00013772	0.000324437
89	90	0.000327305	0.000331811
89	91	0.00011268	0.000265449
91	92	0.000436406	0.000442415
91	93	0.00011268	0.000265449
93	94	0.000400039	0.000405547
93	95	0.00015024	0.000353932
95	96	0.000290938	0.000294943
97	98	0.00013772	0.000324437
98	99	0.000275441	0.000648875
99	100	0.00015024	0.000353932
100	122	0.000400641	0.000943818
101	102	0.000327305	0.000331811
101	105	0.00013772	0.000324437
102	103	0.000472774	0.000479283
103	104	0.001018282	0.001032301
105	106	0.000327305	0.000331811
105	108	0.00016276	0.000383426
106	107	0.000836446	0.000847962
108	109	0.00065461	0.000663622
108	117	0.000500801	0.001179773
109	110	0.000436406	0.000442415
110	111	0.000836446	0.000847962
110	112	0.000181836	0.000184339
112	113	0.000763711	0.000774226
113	114	0.000472774	0.000479283
116	35	0.000187801	0.000442415
115	1	0.000200321	0.000471909
121	52	0.000200321	0.000471909
119	67	0.000175281	0.00041292
124	101	0.0001252	0.000294943
117	118	5.77848E-06	0
61	120	5.77848E-06	0
13	121	5.77848E-06	0
18	116	5.77848E-06	0
51	123	5.77848E-06	0
124	97	5.77848E-06	0
60	119	5.77848E-06	0
