71	268	0	1	438
50	269	0	1	439
52	270	0	1	440
12	271	0	1	441
39	272	0	1	442
40	273	0	1	439
53	274	0	1	439
54	275	0	1	443
55	276	0	3	444
56	277	0	2	445
57	278	0	1	439
58	279	0	2	445
41	280	0	1	446
59	281	0	3	447
61	282	0	3	448
62	283	0	1	438
63	284	0	3	448
64	285	0	3	444
65	286	0	3	448
66	287	0	3	447
67	288	0	1	438
60	289	0	1	449
51	290	0	1	449
68	291	0	3	447
69	292	0	3	448
70	293	0	1	440
45	294	0	3	450
48	295	0	3	451
10	296	0	3	450
11	297	0	1	440
14	298	0	3	444
13	299	0	3	444
15	300	0	1	440
16	301	0	3	448
42	302	0	1	452
17	303	0	1	452
18	304	0	3	444
19	305	0	1	442
20	306	0	3	448
21	307	0	1	442
22	308	0	3	448
23	309	0	1	443
25	310	0	3	447
26	311	0	1	443
43	312	0	3	453
27	313	0	3	447
44	314	0	3	450
28	315	0	1	440
29	316	0	1	454
30	317	0	3	448
31	318	0	3	447
32	319	0	3	444
46	320	0	3	448
33	321	0	3	447
34	322	0	3	453
35	323	0	3	453
36	324	0	3	455
37	325	0	3	455
38	326	0	3	444
24	327	0	3	456
47	328	0	3	453
49	329	0	3	444
